OPENMP SCATTER COPY 0.144608 268435456 268435456 268435456 536870912 3712.596388 5568.894582 12 1 1 0
OPENMP SCATTER COPY 0.144153 268435456 268435456 268435456 536870912 3724.321226 5586.481839 12 1 1 0
OPENMP SCATTER COPY 0.122609 268435456 268435456 268435456 536870912 4378.716234 6568.074351 12 1 1 0
OPENMP SCATTER COPY 0.121045 268435456 268435456 268435456 536870912 4435.295687 6652.943531 12 1 1 0
OPENMP SCATTER COPY 0.131748 268435456 268435456 268435456 536870912 4074.975444 6112.463165 12 1 1 0
OPENMP SCATTER COPY 0.127884 268435456 268435456 268435456 536870912 4198.117859 6297.176788 12 1 1 0
OPENMP SCATTER COPY 0.128046 268435456 268435456 268435456 536870912 4192.784083 6289.176125 12 1 1 0
OPENMP SCATTER COPY 0.131991 268435456 268435456 268435456 536870912 4067.474797 6101.212196 12 1 1 0
OPENMP SCATTER COPY 0.131885 268435456 268435456 268435456 536870912 4070.737989 6106.106983 12 1 1 0
OPENMP SCATTER COPY 0.131758 268435456 268435456 268435456 536870912 4074.667744 6112.001616 12 1 1 0
OPENMP SCATTER COPY 0.107621 268435456 536870912 268435456 536870912 4988.530747 7482.796121 12 1 1 0
OPENMP SCATTER COPY 0.107774 268435456 536870912 268435456 536870912 4981.463729 7472.195594 12 1 1 0
OPENMP SCATTER COPY 0.107018 268435456 536870912 268435456 536870912 5016.618268 7524.927403 12 1 1 0
OPENMP SCATTER COPY 0.098499 268435456 536870912 268435456 536870912 5450.533123 8175.799684 12 1 1 0
OPENMP SCATTER COPY 0.108372 268435456 536870912 268435456 536870912 4953.948181 7430.922271 12 1 1 0
OPENMP SCATTER COPY 0.098504 268435456 536870912 268435456 536870912 5450.263152 8175.394727 12 1 1 0
OPENMP SCATTER COPY 0.108086 268435456 536870912 268435456 536870912 4967.081123 7450.621684 12 1 1 0
OPENMP SCATTER COPY 0.098269 268435456 536870912 268435456 536870912 5463.254342 8194.881513 12 1 1 0
OPENMP SCATTER COPY 0.107315 268435456 536870912 268435456 536870912 5002.747346 7504.121019 12 1 1 0
OPENMP SCATTER COPY 0.098193 268435456 536870912 268435456 536870912 5467.498674 8201.248012 12 1 1 0
OPENMP SCATTER COPY 0.098786 268435456 1073741824 268435456 536870912 5434.664535 8151.996802 12 1 1 0
OPENMP SCATTER COPY 0.119568 268435456 1073741824 268435456 536870912 4490.083967 6735.125950 12 1 1 0
OPENMP SCATTER COPY 0.107592 268435456 1073741824 268435456 536870912 4989.885542 7484.828313 12 1 1 0
OPENMP SCATTER COPY 0.098772 268435456 1073741824 268435456 536870912 5435.460653 8153.190980 12 1 1 0
OPENMP SCATTER COPY 0.118715 268435456 1073741824 268435456 536870912 4522.358348 6783.537522 12 1 1 0
OPENMP SCATTER COPY 0.107582 268435456 1073741824 268435456 536870912 4990.334196 7485.501294 12 1 1 0
OPENMP SCATTER COPY 0.119607 268435456 1073741824 268435456 536870912 4488.639411 6732.959116 12 1 1 0
OPENMP SCATTER COPY 0.099240 268435456 1073741824 268435456 536870912 5409.801812 8114.702718 12 1 1 0
OPENMP SCATTER COPY 0.098983 268435456 1073741824 268435456 536870912 5423.862534 8135.793801 12 1 1 0
OPENMP SCATTER COPY 0.108303 268435456 1073741824 268435456 536870912 4957.122693 7435.684039 12 1 1 0
OPENMP SCATTER COPY 0.145987 268435456 2147483648 268435456 536870912 3677.535706 5516.303559 12 1 1 0
OPENMP SCATTER COPY 0.145841 268435456 2147483648 268435456 536870912 3681.216605 5521.824907 12 1 1 0
OPENMP SCATTER COPY 0.107496 268435456 2147483648 268435456 536870912 4994.322007 7491.483010 12 1 1 0
OPENMP SCATTER COPY 0.106684 268435456 2147483648 268435456 536870912 5032.329732 7548.494598 12 1 1 0
OPENMP SCATTER COPY 0.099045 268435456 2147483648 268435456 536870912 5420.477991 8130.716987 12 1 1 0
OPENMP SCATTER COPY 0.099053 268435456 2147483648 268435456 536870912 5420.037471 8130.056207 12 1 1 0
OPENMP SCATTER COPY 0.099404 268435456 2147483648 268435456 536870912 5400.911515 8101.367272 12 1 1 0
OPENMP SCATTER COPY 0.099505 268435456 2147483648 268435456 536870912 5395.418383 8093.127575 12 1 1 0
OPENMP SCATTER COPY 0.099366 268435456 2147483648 268435456 536870912 5402.985552 8104.478328 12 1 1 0
OPENMP SCATTER COPY 0.121872 268435456 2147483648 268435456 536870912 4405.211231 6607.816847 12 1 1 0
OPENMP SCATTER COPY 0.125618 268435456 4294967296 268435456 536870912 4273.851529 6410.777294 12 1 1 0
OPENMP SCATTER COPY 0.128073 268435456 4294967296 268435456 536870912 4191.910714 6287.866071 12 1 1 0
OPENMP SCATTER COPY 0.128239 268435456 4294967296 268435456 536870912 4186.499319 6279.748978 12 1 1 0
OPENMP SCATTER COPY 0.125580 268435456 4294967296 268435456 536870912 4275.123541 6412.685311 12 1 1 0
OPENMP SCATTER COPY 0.125550 268435456 4294967296 268435456 536870912 4276.137342 6414.206013 12 1 1 0
OPENMP SCATTER COPY 0.125634 268435456 4294967296 268435456 536870912 4273.284139 6409.926209 12 1 1 0
OPENMP SCATTER COPY 0.125573 268435456 4294967296 268435456 536870912 4275.380070 6413.070105 12 1 1 0
OPENMP SCATTER COPY 0.131035 268435456 4294967296 268435456 536870912 4097.148822 6145.723233 12 1 1 0
OPENMP SCATTER COPY 0.147254 268435456 4294967296 268435456 536870912 3645.871253 5468.806880 12 1 1 0
OPENMP SCATTER COPY 0.125639 268435456 4294967296 268435456 536870912 4273.123397 6409.685095 12 1 1 0
OPENMP SCATTER COPY 0.148707 268435456 8589934592 268435456 536870912 3610.251817 5415.377726 12 1 1 0
OPENMP SCATTER COPY 0.148418 268435456 8589934592 268435456 536870912 3617.283402 5425.925102 12 1 1 0
OPENMP SCATTER COPY 0.148463 268435456 8589934592 268435456 536870912 3616.192050 5424.288075 12 1 1 0
OPENMP SCATTER COPY 0.148296 268435456 8589934592 268435456 536870912 3620.267974 5430.401962 12 1 1 0
OPENMP SCATTER COPY 0.148344 268435456 8589934592 268435456 536870912 3619.093360 5428.640039 12 1 1 0
