Pattern,4.194304,8.388608,16.777216,33.554432,62.24476,124.48952,248.97904,497.95808,995.91616,1991.83232,3983.66464,7967.32928
0,740519.8,1144733.64,1613193.84,2024278.05,1799397.61,1974770.2,2072062.61,2124394.5,2156783.02,2170697.88,2179476.5,2182322.98
