Pattern,1,2,4,8,16,32,48,64,96
0,14643.58,13620.48,12140.91,8184.08,6653.24,6822.07,5179.68,5542.21,5567.02
1,14094.04,13211.8,12474.51,10182.3,9363.31,8584.62,8224.0,7166.25,6374.4
2,19187.38,17468.13,16024.12,14532.17,12701.76,11407.58,10357.9,10024.8,9172.76
3,19274.26,17692.02,16926.9,15267.33,14090.25,12996.68,12324.64,10046.36,8999.01
