Pattern,0.029592,0.029592,0.029592,0.029592,0.029592,0.059184,0.118368,0.236736,0.473472,0.946944,1.893888,3.787776
0,4467.39,4489.08,4533.09,4577.97,4623.75,8849.28,17530.81,34732.39,62961.7,102041.38,146495.05,206575.92
