Pattern,1,2,4,8,16,32,56,64,112
0,18691.65,15267.78,16334.13,16485.04,15521.08,12270.71,10902.45,12604.57,9416.02
1,18654.78,15234.82,17063.99,16409.83,15710.57,13966.97,12839.75,12751.97,9560.76
2,19637.37,18267.16,17796.17,17201.51,16937.04,16010.59,14716.81,13665.48,11071.71
3,19640.39,18225.44,17472.31,17061.79,16966.06,15505.86,14492.21,13636.91,10362.64
