Pattern,1,2,4,8,16,32,56,64,112
0,18691.65,30535.55,65336.5,131880.31,248337.27,392662.82,610537.35,806692.4,1054594.41
1,18654.78,30469.64,68255.95,131278.64,251369.12,446943.13,719025.87,816126.03,1070804.69
2,19637.37,36534.32,71184.7,137612.06,270992.61,512338.99,824141.18,874590.46,1240031.5
3,19640.39,36450.89,69889.24,136494.33,271457.01,496187.58,811563.91,872762.17,1160615.6
