OPENMP GATHER COPY 0.002686 8388608 8388608 8388608 1 16777216 5956.515944 1 1
OPENMP GATHER COPY 0.002633 8388608 8388608 8388608 1 16777216 6077.480277 1 1
OPENMP GATHER COPY 0.002630 8388608 8388608 8388608 1 16777216 6083.869950 1 1
OPENMP GATHER COPY 0.002629 8388608 8388608 8388608 1 16777216 6085.144868 1 1
OPENMP GATHER COPY 0.002658 8388608 8388608 8388608 1 16777216 6019.201252 1 1
OPENMP GATHER COPY 0.002629 8388608 8388608 8388608 1 16777216 6085.987394 1 1
OPENMP GATHER COPY 0.002629 8388608 8388608 8388608 1 16777216 6086.580080 1 1
OPENMP GATHER COPY 0.002637 8388608 8388608 8388608 1 16777216 6066.822255 1 1
OPENMP GATHER COPY 0.002630 8388608 8388608 8388608 1 16777216 6084.413634 1 1
OPENMP GATHER COPY 0.002629 8388608 8388608 8388608 1 16777216 6086.068419 1 1
OPENMP GATHER COPY 0.002731 16777216 8388608 8388608 1 16777216 5859.423638 1 1
OPENMP GATHER COPY 0.002716 16777216 8388608 8388608 1 16777216 5890.951131 1 1
OPENMP GATHER COPY 0.002699 16777216 8388608 8388608 1 16777216 5927.969978 1 1
OPENMP GATHER COPY 0.002704 16777216 8388608 8388608 1 16777216 5917.457387 1 1
OPENMP GATHER COPY 0.002688 16777216 8388608 8388608 1 16777216 5953.300082 1 1
OPENMP GATHER COPY 0.002684 16777216 8388608 8388608 1 16777216 5961.987115 1 1
OPENMP GATHER COPY 0.002680 16777216 8388608 8388608 1 16777216 5969.781711 1 1
OPENMP GATHER COPY 0.002693 16777216 8388608 8388608 1 16777216 5940.515392 1 1
OPENMP GATHER COPY 0.002680 16777216 8388608 8388608 1 16777216 5969.293952 1 1
OPENMP GATHER COPY 0.002679 16777216 8388608 8388608 1 16777216 5973.158121 1 1
OPENMP GATHER COPY 0.003493 33554432 8388608 8388608 1 16777216 4580.412724 1 1
OPENMP GATHER COPY 0.003466 33554432 8388608 8388608 1 16777216 4615.713041 1 1
OPENMP GATHER COPY 0.003411 33554432 8388608 8388608 1 16777216 4690.830306 1 1
OPENMP GATHER COPY 0.003380 33554432 8388608 8388608 1 16777216 4734.286681 1 1
OPENMP GATHER COPY 0.003388 33554432 8388608 8388608 1 16777216 4722.689572 1 1
OPENMP GATHER COPY 0.003363 33554432 8388608 8388608 1 16777216 4757.867655 1 1
OPENMP GATHER COPY 0.003359 33554432 8388608 8388608 1 16777216 4762.911210 1 1
OPENMP GATHER COPY 0.003375 33554432 8388608 8388608 1 16777216 4740.254777 1 1
OPENMP GATHER COPY 0.003362 33554432 8388608 8388608 1 16777216 4759.022437 1 1
