Pattern,0.029592,0.029592,0.029592,0.029592,0.029592,0.059184,0.118368,0.236736,0.473472,0.946944,1.893888,3.787776
0,4128.35,4128.35,4128.35,4128.35,4128.35,8256.7,16513.39,33026.79,66053.57,115593.75,205499.99,336272.72
