Pattern,0.008,0.008,0.008,0.008,0.008,0.016,0.032,0.064,0.128,0.256,0.512,1.024
0,1666.67,1677.85,1700.68,1700.68,1712.33,3225.81,6666.67,12578.62,25316.46,50000.0,89887.64,141592.92
