Pattern,4.194304,8.388608,16.777216,33.554432,53.314432,106.628864,213.257728,426.515456,853.030912,1706.061824,3412.123648,6824.247296
0,366122.92,500274.83,536630.51,516285.55,542695.75,572830.0,588719.46,594708.54,598608.09,600401.26,601882.3,602006.31
