OPENMP SCATTER COPY 0.005431 8388608 8388608 8388608 1 16777216 2945.885013 1 1
OPENMP SCATTER COPY 0.005423 8388608 8388608 8388608 1 16777216 2950.549890 1 1
OPENMP SCATTER COPY 0.005127 8388608 8388608 8388608 1 16777216 3120.547126 1 1
OPENMP SCATTER COPY 0.005135 8388608 8388608 8388608 1 16777216 3116.058980 1 1
OPENMP SCATTER COPY 0.004970 8388608 8388608 8388608 1 16777216 3219.130650 1 1
OPENMP SCATTER COPY 0.004871 8388608 8388608 8388608 1 16777216 3284.929217 1 1
OPENMP SCATTER COPY 0.004831 8388608 8388608 8388608 1 16777216 3311.773001 1 1
OPENMP SCATTER COPY 0.004622 8388608 8388608 8388608 1 16777216 3461.491448 1 1
OPENMP SCATTER COPY 0.004618 8388608 8388608 8388608 1 16777216 3464.740098 1 1
OPENMP SCATTER COPY 0.004499 8388608 8388608 8388608 1 16777216 3556.605940 1 1
OPENMP SCATTER COPY 0.005771 8388608 16777216 8388608 1 16777216 2772.476860 1 1
OPENMP SCATTER COPY 0.005487 8388608 16777216 8388608 1 16777216 2916.009274 1 1
OPENMP SCATTER COPY 0.005383 8388608 16777216 8388608 1 16777216 2972.225298 1 1
OPENMP SCATTER COPY 0.005211 8388608 16777216 8388608 1 16777216 3070.707257 1 1
OPENMP SCATTER COPY 0.005118 8388608 16777216 8388608 1 16777216 3126.044050 1 1
OPENMP SCATTER COPY 0.005054 8388608 16777216 8388608 1 16777216 3165.576258 1 1
OPENMP SCATTER COPY 0.004882 8388608 16777216 8388608 1 16777216 3277.259425 1 1
OPENMP SCATTER COPY 0.004898 8388608 16777216 8388608 1 16777216 3266.810856 1 1
OPENMP SCATTER COPY 0.004702 8388608 16777216 8388608 1 16777216 3402.990420 1 1
OPENMP SCATTER COPY 0.004690 8388608 16777216 8388608 1 16777216 3411.332019 1 1
OPENMP SCATTER COPY 0.010059 8388608 33554432 8388608 1 16777216 1590.584219 1 1
OPENMP SCATTER COPY 0.009661 8388608 33554432 8388608 1 16777216 1656.172228 1 1
OPENMP SCATTER COPY 0.009420 8388608 33554432 8388608 1 16777216 1698.449072 1 1
OPENMP SCATTER COPY 0.009250 8388608 33554432 8388608 1 16777216 1729.688030 1 1
OPENMP SCATTER COPY 0.009065 8388608 33554432 8388608 1 16777216 1764.986139 1 1
OPENMP SCATTER COPY 0.008834 8388608 33554432 8388608 1 16777216 1811.201284 1 1
OPENMP SCATTER COPY 0.008844 8388608 33554432 8388608 1 16777216 1809.145343 1 1
OPENMP SCATTER COPY 0.008868 8388608 33554432 8388608 1 16777216 1804.156755 1 1
OPENMP SCATTER COPY 0.008836 8388608 33554432 8388608 1 16777216 1810.842761 1 1
OPENMP SCATTER COPY 0.008836 8388608 33554432 8388608 1 16777216 1810.847064 1 1
