Pattern,1,2,4,8,16,22,32,44
0,6310.14,12082.46,23896.42,46902.78,86275.33,112765.94,122593.52,123503.82
1,6215.08,11864.39,23132.09,45672.21,84310.78,108420.3,119345.81,119306.59
2,9573.19,17943.72,38155.11,73903.25,135711.8,178656.35,205959.0,219917.2
3,10235.01,18223.49,35916.24,72102.0,130401.33,180264.69,211534.6,219959.25
