Pattern,1,2,4,8,16,32,48
0,15813.25,12479.08,11787.86,11441.95,10533.52,9694.13,9137.51
1,15440.39,13894.67,13808.29,12524.9,11844.6,10846.54,10328.56
2,20778.13,19347.32,16564.59,16113.87,15062.47,13245.9,12869.62
3,20695.62,19037.2,17912.26,16721.83,15418.84,14308.53,13367.38
