Pattern,4.194304,8.388608,16.777216,33.554432,62.337832,124.675664,249.351328,498.702656,997.405312,1994.810624,3989.621248,7979.242496
0,522199.22,824352.19,1170285.7,1434440.54,1330640.22,1468016.04,1556266.97,1613631.94,1639778.88,1656687.42,1662896.51,1667020.92
