Pattern,1,2,4,8,16,32,48,64,96
0,14510.45,27183.0,51372.26,72088.51,140495.3,265351.57,374923.75,365704.3,517622.11
1,13955.41,26783.88,49601.17,75827.7,142567.26,262247.64,382518.63,356241.11,509320.38
2,18519.51,34876.71,67372.62,116822.59,212695.78,397863.91,576309.44,559235.73,763746.6
3,18931.36,35359.51,67450.59,119390.79,221388.88,402924.68,575085.48,549240.68,757019.97
