Pattern,1,2,4,8,16,32,48,64,96
0,14510.45,13591.5,12843.06,9011.06,8780.96,8292.24,7810.91,5714.13,5391.9
1,13955.41,13391.94,12400.29,9478.46,8910.45,8195.24,7969.14,5566.27,5305.42
2,18519.51,17438.36,16843.16,14602.82,13293.49,12433.25,12006.45,8738.06,7955.69
3,18931.36,17679.75,16862.65,14923.85,13836.8,12591.4,11980.95,8581.89,7885.62
