Pattern,1,2,4,8,16,32,48
0,23090.78,41550.35,70257.13,138080.68,237532.77,477590.61,644921.21
1,20455.27,32788.84,58394.36,111119.57,214288.6,412072.87,579586.9
2,20348.51,37632.57,71209.51,140104.4,266273.39,498631.18,741288.81
3,16318.47,30594.07,58480.47,106121.25,203025.64,375796.71,551349.28
4,21158.57,38533.99,75376.27,139257.19,254016.42,467128.91,684416.06
5,19614.75,34817.18,66909.29,126929.18,216988.4,418043.88,625879.97
6,19614.75,36985.39,68732.48,127246.05,233469.61,412771.09,587449.72
7,18506.09,35457.73,68353.16,127405.92,235221.1,418522.45,636240.92
