Pattern,0.153928,0.153928,0.153928,0.153928,0.153928,0.307856,0.615712,1.231424,2.462848,4.925696,9.851392,19.702784
0,23350.73,23464.63,23695.81,23813.12,24542.09,48102.5,91623.81,135978.8,187260.35,241645.2,293196.2,326291.46
