Pattern,4.194304,8.388608,16.777216,33.554432,62.337832,124.675664,249.351328,498.702656,997.405312,1994.810624,3989.621248,7979.242496
0,748982.88,1134822.52,1633295.95,2040031.07,1785570.28,1974716.03,2075160.88,2127280.67,2160457.24,2173640.35,2181551.47,2185260.45
