Pattern,1,2,4,8,16,32,64,72,128,144
0,17256.84,30786.75,52037.11,104646.95,186066.42,317914.1,522933.51,567067.41,641835.67,676159.21
1,11779.98,22563.33,40635.15,77180.58,132174.97,222179.63,361061.37,385614.7,494908.25,477173.97
2,12184.93,22649.81,42116.81,77729.75,135453.94,231565.62,379991.3,400672.45,538841.23,578453.31
3,8997.78,16447.56,29422.97,53297.37,97597.81,170097.61,298072.63,316162.22,562981.12,700221.83
4,13126.91,23508.65,37713.21,75316.89,131074.03,231379.01,398984.62,430868.14,737801.73,843306.45
5,13368.79,22901.5,38439.89,74857.88,136356.33,245468.68,457999.99,488025.09,884858.99,993873.35
6,14484.94,23336.64,39279.34,73887.52,139958.14,249031.65,461689.69,495683.68,911791.51,1028077.07
7,14126.0,24709.64,39942.77,77021.32,140868.31,250954.85,475682.25,518606.47,927956.95,1073379.72
