Pattern,4.194304,8.388608,16.777216,33.554432,59.71968,119.43936,238.87872,477.75744,955.51488,1911.02976,3822.05952,7644.11904
0,661979.82,1004383.11,1409376.31,1753471.53,1608827.61,1778218.27,1857417.22,1904812.55,1930177.12,1941850.82,1951113.42,1954226.02
