Pattern,1,2,4,8,16,32,64,72,128,144
0,8077.94,15044.92,25886.3,49483.36,86986.47,145983.55,234301.45,249982.07,333439.6,405721.16
1,8202.47,15437.25,27175.49,51487.77,92336.09,158361.27,263150.29,279851.82,419986.42,496226.93
2,10599.05,20857.98,34540.67,65977.65,120481.04,210834.4,368439.72,391631.29,639064.46,711302.65
3,11272.74,21558.15,35910.17,68925.78,128005.21,214216.77,390560.92,412153.47,709992.51,837089.29
