CUDA SG COPY 0.002696 8388608 8388608 8388608 1 16777216 5935.070591 1 16 1 32768 0.045338
CUDA SG COPY 0.002696 8388608 8388608 8388608 1 16777216 5934.225106 1 16 1 32768 0.045344
CUDA SG COPY 0.002695 8388608 8388608 8388608 1 16777216 5937.959965 1 16 1 32768 0.045307
CUDA SG COPY 0.002695 8388608 8388608 8388608 1 16777216 5936.479741 1 16 1 32768 0.045317
CUDA SG COPY 0.002696 8388608 8388608 8388608 1 16777216 5934.929397 1 16 1 32768 0.045301
CUDA SG COPY 0.002697 8388608 8388608 8388608 1 16777216 5932.957594 1 16 1 32768 0.045300
CUDA SG COPY 0.002695 8388608 8388608 8388608 1 16777216 5937.748760 1 16 1 32768 0.045329
CUDA SG COPY 0.002693 8388608 8388608 8388608 1 16777216 5941.488057 1 16 1 32768 0.045271
CUDA SG COPY 0.002693 8388608 8388608 8388608 1 16777216 5941.982566 1 16 1 32768 0.045321
CUDA SG COPY 0.002695 8388608 8388608 8388608 1 16777216 5937.607439 1 16 1 32768 0.045322
CUDA SG COPY 0.001390 8388608 8388608 8388608 1 16777216 11513.839746 1 16 1 16384 0.090685
CUDA SG COPY 0.001389 8388608 8388608 8388608 1 16777216 11516.491377 1 16 1 16384 0.090714
CUDA SG COPY 0.001389 8388608 8388608 8388608 1 16777216 11516.491377 1 16 1 16384 0.090678
CUDA SG COPY 0.001390 8388608 8388608 8388608 1 16777216 11513.309369 1 16 1 16384 0.090596
CUDA SG COPY 0.001389 8388608 8388608 8388608 1 16777216 11523.126788 1 16 1 16384 0.090654
CUDA SG COPY 0.001388 8388608 8388608 8388608 1 16777216 11528.706209 1 16 1 16384 0.090633
CUDA SG COPY 0.001389 8388608 8388608 8388608 1 16777216 11515.165409 1 16 1 16384 0.090622
CUDA SG COPY 0.001389 8388608 8388608 8388608 1 16777216 11515.960755 1 16 1 16384 0.090625
CUDA SG COPY 0.001388 8388608 8388608 8388608 1 16777216 11524.454591 1 16 1 16384 0.090697
CUDA SG COPY 0.001389 8388608 8388608 8388608 1 16777216 11518.614351 1 16 1 16384 0.090673
CUDA SG COPY 0.000754 8388608 8388608 8388608 1 16777216 21212.507341 1 16 1 8192 0.181428
CUDA SG COPY 0.000752 8388608 8388608 8388608 1 16777216 21282.029803 1 16 1 8192 0.181452
CUDA SG COPY 0.000755 8388608 8388608 8388608 1 16777216 21195.421478 1 16 1 8192 0.181283
CUDA SG COPY 0.000754 8388608 8388608 8388608 1 16777216 21223.311376 1 16 1 8192 0.181210
