Pattern,4.194304,8.388608,16.777216,33.554432,66.951744,133.903488,267.806976,535.613952,1071.227904,2142.455808,4284.911616,8569.823232
0,716240.45,1074360.68,1464491.66,1713359.47,1614384.29,1728411.37,1804823.75,1843791.2,1864639.54,1873981.6,1878714.44,1881724.02
