Pattern,0.029592,0.029592,0.029592,0.029592,0.029592,0.059184,0.118368,0.236736,0.473472,0.946944,1.893888,3.787776
0,5779.69,5779.69,5779.69,5779.69,5816.04,11559.38,23118.75,46237.5,93056.6,154931.94,265399.11,412432.05
